RowID,Station Code,DateTimeStamp,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,Turb,F_Turb,ChlFluor,F_ChlFluor,Depth,F_Depth,VertPosm
5277,NOCCMSWQ,03/10/2016 16:45, ,0,CMS Pier,0,5.8,16.5,0,43.59,0,28.2,0,101.2,0,8.3,0,,<0> [SIC] (CCU),-90.7,4,0,2.43,0,1.46,0,1.46
5278,NOCCMSWQ,03/10/2016 17:00, ,0,CMS Pier,0,5.8,16.7,0,42.37,0,27.3,0,101.6,0,8.4,0,,<0> [SIC] (CCU),-90.7,5,0,2.67,0,1.38,0,1.376
5279,NOCCMSWQ,03/10/2016 17:15, ,0,CMS Pier,0,5.8,16.9,0,41.88,0,26.9,0,102.4,0,8.4,0,,<0> [SIC] (CCU),-90.8,5,0,2.74,0,1.29,0,1.287
5280,NOCCMSWQ,03/10/2016 17:30, ,0,CMS Pier,0,5.8,17.1,0,41.68,0,26.8,0,103.6,0,8.5,0,,<0> [SIC] (CCU),-91,6,0,2.89,0,1.20,0,1.199
5281,NOCCMSWQ,03/10/2016 17:45, ,0,CMS Pier,0,5.8,17.2,0,41.08,0,26.4,0,104.7,0,8.6,0,,<0> [SIC] (CCU),-91.3,8,0,3.23,0,1.11,0,1.105
5282,NOCCMSWQ,03/10/2016 18:00, ,0,CMS Pier,0,5.8,17.5,0,41.29,0,26.5,0,106.9,0,8.7,0,,<0> [SIC] (CCU),-91.7,135,0,288.46,0,1.01,0,1.011
5283,NOCCMSWQ,03/10/2016 18:15, ,0,CMS Pier,0,5.8,17.7,0,41.61,0,26.7,0,108.9,0,8.8,0,,<0> [SIC] (CCU),-92.3,93,0,8.05,0,0.92,0,0.915
5284,NOCCMSWQ,03/10/2016 18:30, ,0,CMS Pier,0,5.8,18.0,0,41.46,0,26.6,0,110.3,0,8.9,0,,<0> [SIC] (CCU),-92.6,128,0,,<-3> [SCS] (CCU),0.82,0,0.821
5285,NOCCMSWQ,03/10/2016 18:45, ,0,CMS Pier,0,5.8,18.4,0,41.18,0,26.4,0,111.4,0,8.9,0,,<0> [SIC] (CCU),-92.5,20,0,,<-3> [SCS] (CCU),0.73,0,0.729
5286,NOCCMSWQ,03/10/2016 19:00, ,0,CMS Pier,0,5.8,18.9,0,41.31,0,26.5,0,113.1,0,9.0,0,,<0> [SIC] (CCU),-92.6,25,0,180.45,0,0.64,0,0.636
5287,NOCCMSWQ,03/10/2016 19:15, ,0,CMS Pier,0,5.8,19.3,0,41.30,0,26.5,0,114.5,0,9.0,0,,<0> [SIC] (CCU),-93,27,0,5.28,0,0.56,0,0.556
5288,NOCCMSWQ,03/10/2016 19:30, ,0,CMS Pier,0,5.8,19.7,0,41.15,0,26.4,0,116.0,0,9.1,0,,<0> [SIC] (CCU),-93.5,47,0,5.19,0,0.47,0,0.473
5289,NOCCMSWQ,03/10/2016 19:45, ,0,CMS Pier,0,5.8,20.1,0,41.15,0,26.4,0,118.3,0,9.2,0,,<0> [SIC] (CCU),-94.3,25,0,6.18,0,0.40,0,0.396
5290,NOCCMSWQ,03/10/2016 20:00, ,0,CMS Pier,0,5.8,20.4,0,41.10,0,26.4,0,119.0,0,9.2,0,,<0> [SIC] (CCU),-94.9,92,0,10.63,0,0.34,0,0.334
5291,NOCCMSWQ,03/10/2016 20:15, ,0,CMS Pier,0,5.8,20.8,0,41.35,0,26.5,0,120.3,0,9.2,0,,<0> [SIC] (CCU),-97.1,51,0,7.71,0,0.30,0,0.304
5292,NOCCMSWQ,03/10/2016 20:30, ,0,CMS Pier,0,5.8,21.0,0,40.83,0,26.2,0,118.7,0,9.1,0,,<0> [SIC] (CCU),-96.6,35,0,8.06,0,0.30,0,0.296
5293,NOCCMSWQ,03/10/2016 20:45, ,0,CMS Pier,0,5.8,20.8,0,40.73,0,26.1,0,114.3,0,8.8,0,,<0> [SIC] (CCU),-94.8,31,0,6.91,0,0.34,0,0.335
5294,NOCCMSWQ,03/10/2016 21:00, ,0,CMS Pier,0,5.8,20.5,0,40.06,0,25.6,0,114.5,0,8.9,0,,<0> [SIC] (CCU),-96.1,22,0,6.75,0,0.43,0,0.429
5295,NOCCMSWQ,03/10/2016 21:15, ,0,CMS Pier,0,5.8,19.8,0,39.68,0,25.4,0,113.3,0,8.9,0,,<0> [SIC] (CCU),-96.1,14,0,,<-3> [SCS] (CCU),0.52,0,0.525
5296,NOCCMSWQ,03/10/2016 21:30, ,0,CMS Pier,0,5.8,19.3,0,38.90,0,24.8,0,112.2,0,8.9,0,,<0> [SIC] (CCU),-95.1,12,0,5.16,0,0.62,0,0.629
5297,NOCCMSWQ,03/10/2016 21:45, ,0,CMS Pier,0,5.8,19.1,0,38.73,0,24.7,0,111.6,0,8.9,0,,<0> [SIC] (CCU),-94.9,9,0,5.39,0,0.72,0,0.726
5298,NOCCMSWQ,03/10/2016 22:00, ,0,CMS Pier,0,5.8,19.2,0,38.68,0,24.7,0,111.6,0,8.9,0,,<0> [SIC] (CCU),-95,9,0,4.8,0,0.81,0,0.817
5299,NOCCMSWQ,03/10/2016 22:15, ,0,CMS Pier,0,5.8,19.2,0,38.58,0,24.6,0,110.8,0,8.8,0,,<0> [SIC] (CCU),-94.5,11,0,5.56,0,0.91,0,0.909
5300,NOCCMSWQ,03/10/2016 22:30, ,0,CMS Pier,0,5.8,18.9,0,38.58,0,24.6,0,110.6,0,8.9,0,,<0> [SIC] (CCU),-94.2,14,0,5.91,0,0.99,0,0.994
5301,NOCCMSWQ,03/10/2016 22:45, ,0,CMS Pier,0,5.8,19.0,0,38.39,0,24.5,0,109.9,0,8.8,0,,<0> [SIC] (CCU),-93.5,14,0,5.91,0,1.08,0,1.077
5302,NOCCMSWQ,03/10/2016 23:00, ,0,CMS Pier,0,5.8,18.9,0,38.21,0,24.3,0,109.3,0,8.8,0,,<0> [SIC] (CCU),-93.1,15,0,6.22,0,1.16,0,1.164
5303,NOCCMSWQ,03/10/2016 23:15, ,0,CMS Pier,0,5.8,18.7,0,39.25,0,25.1,0,108.6,0,8.7,0,,<0> [SIC] (CCU),-92.2,15,0,6.51,0,1.25,0,1.247
5304,NOCCMSWQ,03/10/2016 23:30, ,0,CMS Pier,0,5.8,18.5,0,40.30,0,25.8,0,107.6,0,8.6,0,,<0> [SIC] (CCU),-91.6,28,0,7.25,0,1.34,0,1.337
5305,NOCCMSWQ,03/10/2016 23:45, ,0,CMS Pier,0,5.8,18.4,0,41.70,0,26.8,0,107.6,0,8.6,0,,<0> [SIC] (CCU),-91.7,13,0,7.19,0,1.43,0,1.427
5306,NOCCMSWQ,03/11/2016 00:00, ,0,CMS Pier,0,5.8,18.2,0,42.93,0,27.7,0,107.8,0,8.6,0,,<0> [SIC] (CCU),-91.9,9,0,5.14,0,1.51,0,1.516
5307,NOCCMSWQ,03/11/2016 00:15, ,0,CMS Pier,0,5.8,18.0,0,44.14,0,28.6,0,108.2,0,8.6,0,,<0> [SIC] (CCU),-92.2,8,0,5.16,0,1.61,0,1.607
5308,NOCCMSWQ,03/11/2016 00:30, ,0,CMS Pier,0,5.8,17.6,0,46.11,0,30.0,0,108.5,0,8.6,0,,<0> [SIC] (CCU),-92.7,6,0,5.73,0,1.69,0,1.696
5309,NOCCMSWQ,03/11/2016 00:45, ,0,CMS Pier,0,5.8,16.9,0,47.77,0,31.2,0,106.5,0,8.5,0,,<0> [SIC] (CCU),-92.4,5,0,5.34,0,1.78,0,1.781
5310,NOCCMSWQ,03/11/2016 01:00, ,0,CMS Pier,0,5.8,16.0,0,49.16,0,32.2,0,103.9,0,8.4,0,,<0> [SIC] (CCU),-92.3,4,0,5.11,0,1.86,0,1.86
5311,NOCCMSWQ,03/11/2016 01:15, ,0,CMS Pier,0,5.8,15.5,0,50.03,0,32.8,0,102.7,0,8.4,0,,<0> [SIC] (CCU),-92.5,4,0,5.2,0,1.93,0,1.927
5312,NOCCMSWQ,03/11/2016 01:30, ,0,CMS Pier,0,5.8,15.1,0,50.67,0,33.3,0,101.8,0,8.4,0,,<0> [SIC] (CCU),-92.8,4,0,4.6,0,1.99,0,1.987
5313,NOCCMSWQ,03/11/2016 01:45, ,0,CMS Pier,0,5.8,14.8,0,51.14,0,33.6,0,101.1,0,8.3,0,,<0> [SIC] (CCU),-93,3,0,4.76,0,2.04,0,2.041
5314,NOCCMSWQ,03/11/2016 02:00, ,0,CMS Pier,0,5.8,14.6,0,51.47,0,33.8,0,100.4,0,8.3,0,,<0> [SIC] (CCU),-93.2,4,0,4.53,0,2.08,0,2.076
5315,NOCCMSWQ,03/11/2016 02:15, ,0,CMS Pier,0,5.8,14.4,0,51.61,0,33.9,0,99.9,0,8.3,0,,<0> [SIC] (CCU),-93.3,3,0,5.03,0,2.09,0,2.092
5316,NOCCMSWQ,03/11/2016 02:30, ,0,CMS Pier,0,5.8,14.4,0,51.67,0,34.0,0,99.8,0,8.3,0,,<0> [SIC] (CCU),-93.4,4,0,4.27,0,2.09,0,2.086
5317,NOCCMSWQ,03/11/2016 02:45, ,0,CMS Pier,0,5.8,14.4,0,51.70,0,34.0,0,99.5,0,8.3,0,,<0> [SIC] (CCU),-93.5,3,0,4.13,0,2.06,0,2.056
5318,NOCCMSWQ,03/11/2016 03:00, ,0,CMS Pier,0,5.8,15.8,0,49.20,0,32.2,0,102.4,0,8.3,0,,<0> [SIC] (CCU),-93.1,4,0,4.15,0,2.01,0,2.005
5319,NOCCMSWQ,03/11/2016 03:15, ,0,CMS Pier,0,5.8,15.9,0,48.96,0,32.0,0,102.6,0,8.4,0,,<0> [SIC] (CCU),-92.8,3,0,4.55,0,1.95,0,1.944
5320,NOCCMSWQ,03/11/2016 03:30, ,0,CMS Pier,0,5.8,16.9,0,46.07,0,29.9,0,102.1,0,8.3,0,,<0> [SIC] (CCU),-92.2,4,0,4.16,0,1.89,0,1.886
5321,NOCCMSWQ,03/11/2016 03:45, ,0,CMS Pier,0,5.8,17.4,0,44.50,0,28.8,0,103.3,0,8.3,0,,<0> [SIC] (CCU),-92.4,4,0,4.84,0,1.82,0,1.823
5322,NOCCMSWQ,03/11/2016 04:00, ,0,CMS Pier,0,5.8,17.6,0,43.80,0,28.3,0,103.5,0,8.3,0,,<0> [SIC] (CCU),-92.2,5,0,4.73,0,1.76,0,1.76
5323,NOCCMSWQ,03/11/2016 04:15, ,0,CMS Pier,0,5.8,17.7,0,43.45,0,28.1,0,103.6,0,8.3,0,,<0> [SIC] (CCU),-92.1,8,0,4.74,0,1.69,0,1.69
5324,NOCCMSWQ,03/11/2016 04:30, ,0,CMS Pier,0,5.8,17.8,0,43.15,0,27.8,0,102.9,0,8.3,0,,<0> [SIC] (CCU),-91.8,6,0,4.17,0,1.62,0,1.623
5325,NOCCMSWQ,03/11/2016 04:45, ,0,CMS Pier,0,5.8,17.7,0,42.53,0,27.4,0,101.8,0,8.2,0,,<0> [SIC] (CCU),-91.4,6,0,3.78,0,1.56,0,1.554
5326,NOCCMSWQ,03/11/2016 05:00, ,0,CMS Pier,0,5.8,17.6,0,41.88,0,26.9,0,101.0,0,8.2,0,,<0> [SIC] (CCU),-91.3,47,0,82.72,0,1.49,0,1.486
5327,NOCCMSWQ,03/11/2016 05:15, ,0,CMS Pier,0,5.8,17.6,0,41.90,0,27.0,0,100.4,0,8.2,0,,<0> [SIC] (CCU),-91.2,20,0,3.96,0,1.41,0,1.409
5328,NOCCMSWQ,03/11/2016 05:30, ,0,CMS Pier,0,5.8,17.4,0,42.22,0,27.2,0,100.3,0,8.2,0,,<0> [SIC] (CCU),-91.3,12,0,3.81,0,1.33,0,1.33
5329,NOCCMSWQ,03/11/2016 05:45, ,0,CMS Pier,0,5.8,17.5,0,42.21,0,27.2,0,100.4,0,8.2,0,,<0> [SIC] (CCU),-91.1,6,0,4.17,0,1.25,0,1.246
5330,NOCCMSWQ,03/11/2016 06:00, ,0,CMS Pier,0,5.8,17.4,0,41.61,0,26.7,0,99.6,0,8.1,0,,<0> [SIC] (CCU),-90.9,7,0,4.28,0,1.16,0,1.158
5331,NOCCMSWQ,03/11/2016 06:15, ,0,CMS Pier,0,5.8,17.4,0,40.72,0,26.1,0,98.5,0,8.1,0,,<0> [SIC] (CCU),-90.5,10,0,4.28,0,1.07,0,1.072
5332,NOCCMSWQ,03/11/2016 06:30, ,0,CMS Pier,0,5.8,17.3,0,40.51,0,26.0,0,97.7,0,8.0,0,,<0> [SIC] (CCU),-90.1,8,0,4.16,0,0.98,0,0.981
5333,NOCCMSWQ,03/11/2016 06:45, ,0,CMS Pier,0,5.8,17.2,0,40.61,0,26.0,0,97.2,0,8.0,0,,<0> [SIC] (CCU),-89.7,14,0,4.45,0,0.88,0,0.89
5334,NOCCMSWQ,03/11/2016 07:00, ,0,CMS Pier,0,5.8,17.2,0,40.34,0,25.8,0,96.6,0,8.0,0,,<0> [SIC] (CCU),-89.3,42,0,4.76,0,0.79,0,0.79
5335,NOCCMSWQ,03/11/2016 07:15, ,0,CMS Pier,0,5.8,17.3,0,40.96,0,26.3,0,95.5,0,7.8,0,,<0> [SIC] (CCU),-88.1,27,0,4.99,0,0.70,0,0.7
5336,NOCCMSWQ,03/11/2016 07:30, ,0,CMS Pier,0,5.8,17.4,0,41.15,0,26.4,0,94.9,0,7.8,0,,<0> [SIC] (CCU),-87.4,22,0,5.38,0,0.61,0,0.608
5337,NOCCMSWQ,03/11/2016 07:45, ,0,CMS Pier,0,5.8,17.4,0,42.18,0,27.1,0,96.6,0,7.9,0,,<0> [SIC] (CCU),-87.7,15,0,5.58,0,0.52,0,0.513
5338,NOCCMSWQ,03/11/2016 08:00, ,0,CMS Pier,0,5.8,17.4,0,42.04,0,27.1,0,96.1,0,7.8,0,,<0> [SIC] (CCU),-87.1,14,0,6.77,0,0.44,0,0.435
5339,NOCCMSWQ,03/11/2016 08:15, ,0,CMS Pier,0,5.8,17.4,0,42.14,0,27.1,0,94.6,0,7.7,0,,<0> [SIC] (CCU),-86.4,17,0,5.21,0,0.37,0,0.366
5340,NOCCMSWQ,03/11/2016 08:30, ,0,CMS Pier,0,5.8,17.3,0,40.88,0,26.2,0,95.0,0,7.8,0,,<0> [SIC] (CCU),-86.4,15,0,5.42,0,0.30,0,0.302
5341,NOCCMSWQ,03/11/2016 08:45, ,0,CMS Pier,0,5.8,17.3,0,42.12,0,27.1,0,93.5,0,7.6,0,,<0> [SIC] (CCU),-85.1,78,0,5.52,0,0.26,0,0.254
5342,NOCCMSWQ,03/11/2016 09:00, ,0,CMS Pier,0,5.8,17.3,0,42.14,0,27.1,0,93.8,0,7.7,0,,<0> [SIC] (CCU),-84.2,30,0,7.5,0,0.23,0,0.23
5343,NOCCMSWQ,03/11/2016 09:15, ,0,CMS Pier,0,5.8,17.2,0,40.49,0,25.9,0,94.7,0,7.8,0,,<0> [SIC] (CCU),-85.4,24,0,5.06,0,0.24,0,0.24
5344,NOCCMSWQ,03/11/2016 09:30, ,0,CMS Pier,0,5.8,16.9,0,39.64,0,25.3,0,93.2,0,7.8,0,,<0> [SIC] (CCU),-86,15,0,6.73,0,0.31,0,0.312
5345,NOCCMSWQ,03/11/2016 09:45, ,0,CMS Pier,0,5.8,16.8,0,39.27,0,25.1,0,92.6,0,7.7,0,,<0> [SIC] (CCU),-85.9,11,0,6.97,0,0.40,0,0.405
5346,NOCCMSWQ,03/11/2016 10:00, ,0,CMS Pier,0,5.8,16.7,0,39.09,0,25.0,0,90.9,0,7.6,0,,<0> [SIC] (CCU),-85.5,11,0,5.39,0,0.49,0,0.486
5347,NOCCMSWQ,03/11/2016 10:15, ,0,CMS Pier,0,5.8,16.5,0,38.96,0,24.9,0,90.0,0,7.6,0,,<0> [SIC] (CCU),-85.4,11,0,5.25,0,0.57,0,0.571
5348,NOCCMSWQ,03/11/2016 10:30, ,0,CMS Pier,0,5.8,16.5,0,38.94,0,24.8,0,89.1,0,7.5,0,,<0> [SIC] (CCU),-85.1,9,0,5.1,0,0.65,0,0.654
5349,NOCCMSWQ,03/11/2016 10:45, ,0,CMS Pier,0,5.8,16.5,0,38.86,0,24.8,0,90.2,0,7.6,0,,<0> [SIC] (CCU),-85.6,9,0,5.6,0,0.76,0,0.757
5350,NOCCMSWQ,03/11/2016 11:00, ,0,CMS Pier,0,5.8,16.6,0,38.80,0,24.7,0,90.9,0,7.6,0,,<0> [SIC] (CCU),-85.8,9,0,5.23,0,0.85,0,0.855
5351,NOCCMSWQ,03/11/2016 11:15, ,0,CMS Pier,0,5.8,16.6,0,38.67,0,24.7,0,90.9,0,7.6,0,,<0> [SIC] (CCU),-86.1,13,0,5.87,0,0.93,0,0.932
5352,NOCCMSWQ,03/11/2016 11:30, ,0,CMS Pier,0,5.8,16.6,0,38.49,0,24.5,0,91.1,0,7.7,0,,<0> [SIC] (CCU),-86.2,14,0,5.6,0,1.01,0,1.016
5353,NOCCMSWQ,03/11/2016 11:45, ,0,CMS Pier,0,5.8,16.8,0,38.21,0,24.3,0,90.5,0,7.6,0,,<0> [SIC] (CCU),-85.6,12,0,4.72,0,1.10,0,1.098
5354,NOCCMSWQ,03/11/2016 12:00, ,0,CMS Pier,0,5.8,17.0,0,38.30,0,24.4,0,90.0,0,7.5,0,,<0> [SIC] (CCU),-85.2,28,0,5.84,0,1.18,0,1.185
5355,NOCCMSWQ,03/11/2016 12:15, ,0,CMS Pier,0,5.8,17.1,0,39.66,0,25.4,0,90.6,0,7.5,0,,<0> [SIC] (CCU),-85.6,17,0,5.97,0,1.27,0,1.27
5356,NOCCMSWQ,03/11/2016 12:30, ,0,CMS Pier,0,5.8,17.1,0,40.98,0,26.3,0,90.9,0,7.5,0,,<0> [SIC] (CCU),-85.9,19,0,5.96,0,1.36,0,1.364
5357,NOCCMSWQ,03/11/2016 12:45, ,0,CMS Pier,0,5.8,17.1,0,42.06,0,27.1,0,91.3,0,7.5,0,,<0> [SIC] (CCU),-86.2,13,0,4.61,0,1.45,0,1.452
5358,NOCCMSWQ,03/11/2016 13:00, ,0,CMS Pier,0,5.8,17.0,0,43.30,0,27.9,0,91.7,0,7.5,0,,<0> [SIC] (CCU),-86.4,12,0,4.7,0,1.54,0,1.539
5359,NOCCMSWQ,03/11/2016 13:15, ,0,CMS Pier,0,5.8,16.9,0,44.75,0,29.0,0,92.0,0,7.5,0,,<0> [SIC] (CCU),-86.7,9,0,3.93,0,1.62,0,1.624
5360,NOCCMSWQ,03/11/2016 13:30, ,0,CMS Pier,0,5.8,16.6,0,46.39,0,30.2,0,93.1,0,7.6,0,,<0> [SIC] (CCU),-87.6,7,0,3.6,0,1.70,0,1.701
5361,NOCCMSWQ,03/11/2016 13:45, ,0,CMS Pier,0,5.8,16.1,0,48.07,0,31.4,0,94.6,0,7.7,0,,<0> [SIC] (CCU),-88.8,6,0,3.89,0,1.78,0,1.776
5362,NOCCMSWQ,03/11/2016 14:00, ,0,CMS Pier,0,5.8,15.6,0,49.28,0,32.3,0,95.4,0,7.8,0,,<0> [SIC] (CCU),-89.8,6,0,4.44,0,1.84,0,1.842
5363,NOCCMSWQ,03/11/2016 14:15, ,0,CMS Pier,0,5.8,15.2,0,50.06,0,32.8,0,96.0,0,7.9,0,,<0> [SIC] (CCU),-90.4,6,0,4.95,0,1.90,0,1.898
5364,NOCCMSWQ,03/11/2016 14:30, ,0,CMS Pier,0,5.8,14.9,0,50.72,0,33.3,0,96.4,0,7.9,0,,<0> [SIC] (CCU),-91,7,0,5.55,0,1.94,0,1.943
5365,NOCCMSWQ,03/11/2016 14:45, ,0,CMS Pier,0,5.8,14.6,0,51.09,0,33.6,0,96.5,0,8.0,0,,<0> [SIC] (CCU),-91.4,6,0,10.3,0,1.97,0,1.971
5366,NOCCMSWQ,03/11/2016 15:00, ,0,CMS Pier,0,5.8,14.5,0,51.26,0,33.7,0,96.7,0,8.0,0,,<0> [SIC] (CCU),-91.7,7,0,5.66,0,1.98,0,1.976
5367,NOCCMSWQ,03/11/2016 15:15, ,0,CMS Pier,0,5.8,14.5,0,51.39,0,33.8,0,96.7,0,8.0,0,,<0> [SIC] (CCU),-91.9,6,0,6.1,0,1.94,0,1.939
5368,NOCCMSWQ,03/11/2016 15:30, ,0,CMS Pier,0,5.8,15.7,0,49.40,0,32.3,0,98.1,0,8.0,0,,<0> [SIC] (CCU),-90.9,5,0,3.53,0,1.88,0,1.88
5369,NOCCMSWQ,03/11/2016 15:45, ,0,CMS Pier,0,5.8,16.3,0,47.81,0,31.2,0,98.4,0,8.0,0,,<0> [SIC] (CCU),-90.4,4,0,3.23,0,1.82,0,1.817
5370,NOCCMSWQ,03/11/2016 16:00, ,0,CMS Pier,0,5.8,17.3,0,44.72,0,29.0,0,99.6,0,8.0,0,,<0> [SIC] (CCU),-89.4,40,0,3.47,0,1.76,0,1.757
5371,NOCCMSWQ,03/11/2016 16:15, ,0,CMS Pier,0,5.8,17.5,0,43.72,0,28.3,0,98.9,0,8.0,0,,<0> [SIC] (CCU),-88.6,104,0,3.58,0,1.69,0,1.686
5372,NOCCMSWQ,03/11/2016 16:30, ,0,CMS Pier,0,5.8,17.7,0,42.79,0,27.6,0,98.6,0,8.0,0,,<0> [SIC] (CCU),-88.2,8,0,4.47,0,1.62,0,1.618
5373,NOCCMSWQ,03/11/2016 16:45, ,0,CMS Pier,0,5.8,17.9,0,42.27,0,27.2,0,100.7,0,8.1,0,,<0> [SIC] (CCU),-88.9,9,0,3.93,0,1.55,0,1.551
5374,NOCCMSWQ,03/11/2016 17:00, ,0,CMS Pier,0,5.8,18.1,0,41.97,0,27.0,0,101.1,0,8.1,0,,<0> [SIC] (CCU),-88.8,7,0,3.88,0,1.48,0,1.476
5375,NOCCMSWQ,03/11/2016 17:15, ,0,CMS Pier,0,5.8,18.2,0,41.13,0,26.4,0,102.9,0,8.3,0,,<0> [SIC] (CCU),-89.6,12,0,3.92,0,1.40,0,1.401
5376,NOCCMSWQ,03/11/2016 17:30, ,0,CMS Pier,0,5.8,18.1,0,41.53,0,26.7,0,103.2,0,8.3,0,,<0> [SIC] (CCU),-89.7,9,0,4.21,0,1.32,0,1.321
5377,NOCCMSWQ,03/11/2016 17:45, ,0,CMS Pier,0,5.8,18.2,0,41.71,0,26.8,0,103.5,0,8.3,0,,<0> [SIC] (CCU),-89.8,11,0,4.62,0,1.24,0,1.236
5378,NOCCMSWQ,03/11/2016 18:00, ,0,CMS Pier,0,5.8,18.2,0,40.60,0,26.0,0,104.3,0,8.4,0,,<0> [SIC] (CCU),-90.2,9,0,4.65,0,1.15,0,1.15
5379,NOCCMSWQ,03/11/2016 18:15, ,0,CMS Pier,0,5.8,18.3,0,39.66,0,25.4,0,104.9,0,8.5,0,,<0> [SIC] (CCU),-90.2,9,0,4.78,0,1.07,0,1.066
5380,NOCCMSWQ,03/11/2016 18:30, ,0,CMS Pier,0,5.8,18.3,0,39.58,0,25.3,0,105.3,0,8.5,0,,<0> [SIC] (CCU),-90.3,9,0,4.94,0,0.98,0,0.98
5381,NOCCMSWQ,03/11/2016 18:45, ,0,CMS Pier,0,5.8,18.4,0,39.18,0,25.0,0,106.1,0,8.6,0,,<0> [SIC] (CCU),-90.5,11,0,4.68,0,0.89,0,0.892
5382,NOCCMSWQ,03/11/2016 19:00, ,0,CMS Pier,0,5.8,18.8,0,39.13,0,25.0,0,107.9,0,8.7,0,,<0> [SIC] (CCU),-90.9,10,0,4.81,0,0.80,0,0.802
5383,NOCCMSWQ,03/11/2016 19:15, ,0,CMS Pier,0,5.8,19.1,0,39.46,0,25.2,0,110.8,0,8.8,0,,<0> [SIC] (CCU),-91.6,10,0,5.19,0,0.72,0,0.714
5384,NOCCMSWQ,03/11/2016 19:30, ,0,CMS Pier,0,5.8,19.4,0,39.92,0,25.5,0,113.2,0,9.0,0,,<0> [SIC] (CCU),-92,13,0,5.3,0,0.63,0,0.624
5385,NOCCMSWQ,03/11/2016 19:45, ,0,CMS Pier,0,5.8,19.9,0,40.13,0,25.7,0,116.5,0,9.1,0,,<0> [SIC] (CCU),-92.6,12,0,4.88,0,0.54,0,0.532
5386,NOCCMSWQ,03/11/2016 20:00, ,0,CMS Pier,0,5.8,20.2,0,40.44,0,25.9,0,120.0,0,9.3,0,,<0> [SIC] (CCU),-93,9,0,4.91,0,0.46,0,0.455
5387,NOCCMSWQ,03/11/2016 20:15, ,0,CMS Pier,0,5.8,20.6,0,40.72,0,26.1,0,123.6,0,9.5,0,,<0> [SIC] (CCU),-94.1,17,0,7.03,0,0.39,0,0.388
5388,NOCCMSWQ,03/11/2016 20:30, ,0,CMS Pier,0,5.8,20.9,0,40.66,0,26.1,0,124.9,0,9.6,0,,<0> [SIC] (CCU),-96.9,27,0,8.56,0,0.35,0,0.348
5389,NOCCMSWQ,03/11/2016 20:45, ,0,CMS Pier,0,5.8,20.3,0,39.24,0,25.1,0,119.2,0,9.3,0,,<0> [SIC] (CCU),-94.8,13,0,6.93,0,0.30,0,0.299
5390,NOCCMSWQ,03/11/2016 21:00, ,0,CMS Pier,0,5.8,21.0,0,40.27,0,25.8,0,120.4,0,9.2,0,,<0> [SIC] (CCU),-96.4,49,0,13.76,0,0.27,0,0.267
5391,NOCCMSWQ,03/11/2016 21:15, ,0,CMS Pier,0,5.8,20.2,0,38.28,0,24.4,0,118.5,0,9.3,0,,<0> [SIC] (CCU),-95,18,0,7.17,0,0.28,0,0.277
5392,NOCCMSWQ,03/11/2016 21:30, ,0,CMS Pier,0,5.8,19.8,0,37.73,0,24.0,0,117.5,0,9.3,0,,<0> [SIC] (CCU),-95.1,17,0,6.64,0,0.31,0,0.31
5393,NOCCMSWQ,03/11/2016 21:45, ,0,CMS Pier,0,5.8,19.7,0,37.45,0,23.8,0,116.5,0,9.3,0,,<0> [SIC] (CCU),-95.1,15,0,7.35,0,0.36,0,0.363
5394,NOCCMSWQ,03/11/2016 22:00, ,0,CMS Pier,0,5.8,19.8,0,37.80,0,24.0,0,114.6,0,9.1,0,,<0> [SIC] (CCU),-94.8,15,0,6.83,0,0.45,0,0.455
5395,NOCCMSWQ,03/11/2016 22:15, ,0,CMS Pier,0,5.8,19.7,0,37.56,0,23.9,0,115.6,0,9.2,0,,<0> [SIC] (CCU),-95,14,0,6.47,0,0.55,0,0.545
5396,NOCCMSWQ,03/11/2016 22:30, ,0,CMS Pier,0,5.8,19.6,0,37.44,0,23.8,0,115.6,0,9.2,0,,<0> [SIC] (CCU),-94.8,14,0,6.03,0,0.64,0,0.646
5397,NOCCMSWQ,03/11/2016 22:45, ,0,CMS Pier,0,5.8,19.5,0,37.30,0,23.7,0,115.6,0,9.2,0,,<0> [SIC] (CCU),-95,10,0,7.32,0,0.74,0,0.744
5398,NOCCMSWQ,03/11/2016 23:00, ,0,CMS Pier,0,5.8,19.6,0,37.26,0,23.7,0,116.1,0,9.3,0,,<0> [SIC] (CCU),-95.1,11,0,6.71,0,0.83,0,0.824
5399,NOCCMSWQ,03/11/2016 23:15, ,0,CMS Pier,0,5.8,19.4,0,37.31,0,23.7,0,114.7,0,9.2,0,,<0> [SIC] (CCU),-94.4,13,0,7.49,0,0.91,0,0.908
5400,NOCCMSWQ,03/11/2016 23:30, ,0,CMS Pier,0,5.8,19.3,0,37.31,0,23.7,0,113.8,0,9.1,0,,<0> [SIC] (CCU),-94,11,0,8.32,0,0.99,0,0.989
5401,NOCCMSWQ,03/11/2016 23:45, ,0,CMS Pier,0,5.8,19.3,0,37.28,0,23.7,0,113.8,0,9.1,0,,<0> [SIC] (CCU),-93.7,12,0,7.17,0,1.07,0,1.068
